USER_ID,ITEM_ID,TIMESTAMP,,,,,
1,lee_relaxedfit_beige,964984112,,,,,
1,lee_relaxedfit_black,964980875,,,,,
1,lever_soap,964980985,,,,,
1,lipton_blacktea,964981107,,,,,
1,lipton_matzoball_soupmix,964982620,,,,,
1,milano_darkchoclate,964982290,,,,,
1,monster_drink,964981125,,,,,
1,nescafe_tasterschoice,964982346,,,,,
1,nike_shoe_black,964982951,,,,,
1,nike_shoe_pink,964983056,,,,,
1,olay_regenerist,964983504,,,,,
1,oreo_mini,964983536,,,,,
1,pacific_vegetablebroth,964982620,,,,,
1,pantene_dailymoisture_conditioner,964981125,,,,,
1,pantene_dailymoisture_shampoo,964981230,,,,,
1,quaker_lowersugar,964981404,,,,,
1,quaker_simplygranola,964983034,,,,,
1,quaker_vanillamultigraincereal,964983056,,,,,
1,scotchbrite,964981780,,,,,
1,smartwater,964981497,,,,,
1,starbucks,964982176,,,,,
1,suave_milkhoney,964981710,,,,,
1,suave_wildcherrylotion,964982211,,,,,
1,vaseline_intensivecare,964981710,,,,,
1,velveeta_cheesesauce,964984176,,,,,
1,brut_classic,964980523,,,,,
1,campbells_chicken,964981888,,,,,
1,colgate,964982903,,,,,
1,colgate_sensitive,964982563,,,,,
1,crest_3dwhite,964982791,,,,,
1,dove,964981747,,,,,
1,dove_gentleexfoliating,964982400,,,,,
1,eucerin_dailyhydration,964982838,,,,,
1,featherlight_cap,964982838,,,,,
1,fliptop_waterbottle,964981710,,,,,
1,goldfish_cheddar,964982653,,,,,
1,goldfish_grahams,964982838,,,,,
1,greenies,964982588,,,,,
1,kelloggs_cornpops,964981725,,,,,
1,lee_regularfit_blue,964982529,,,,,
1,lee_relaxedfit_beige,964982876,,,,,
1,lee_relaxedfit_black,964982791,,,,,
1,lever_soap,964982791,,,,,
1,lipton_blacktea,964982838,,,,,
1,lipton_matzoball_soupmix,964981725,,,,,
1,milano_darkchoclate,964981710,,,,,
1,monster_drink,964981680,,,,,
1,nescafe_tasterschoice,964981710,,,,,
1,nike_shoe_black,964981775,,,,,
1,nike_shoe_pink,964982989,,,,,
1,olay_regenerist,964982310,,,,,
1,oreo_mini,964983664,,,,,
1,pacific_vegetablebroth,964983263,,,,,
1,pantene_dailymoisture_conditioner,964983546,,,,,
1,pantene_dailymoisture_shampoo,964983861,,,,,
1,quaker_lowersugar,964982462,,,,,
1,quaker_simplygranola,964983123,,,,,
1,quaker_vanillamultigraincereal,964983094,,,,,
1,scotchbrite,964981093,,,,,
1,smartwater,964982310,,,,,
1,starbucks,964982513,,,,,
1,suave_milkhoney,964982242,,,,,
1,suave_wildcherrylotion,964982620,,,,,
1,vaseline_intensivecare,964983414,,,,,
1,velveeta_cheesesauce,964982588,,,,,
1,brut_classic,964984169,,,,,
1,campbells_chicken,965719662,,,,,
1,colgate,964981278,,,,,
1,colgate_sensitive,964982328,,,,,
1,crest_3dwhite,964982242,,,,,
1,dove,964981265,,,,,
1,dove_gentleexfoliating,964981888,,,,,
1,eucerin_dailyhydration,964983000,,,,,
1,featherlight_cap,964981144,,,,,
1,fliptop_waterbottle,964983080,,,,,
1,goldfish_cheddar,964982588,,,,,
1,goldfish_grahams,964980523,,,,,
1,greenies,964982377,,,,,
1,kelloggs_cornpops,964982620,,,,,
1,lee_regularfit_blue,964983393,,,,,
1,lee_relaxedfit_beige,964983414,,,,,
1,lee_relaxedfit_black,964983393,,,,,
1,lever_soap,964983426,,,,,
1,lipton_blacktea,964981855,,,,,
1,lipton_matzoball_soupmix,964980985,,,,,
1,milano_darkchoclate,964983414,,,,,
1,monster_drink,964982703,,,,,
1,nescafe_tasterschoice,964981710,,,,,
1,nike_shoe_black,964980523,,,,,
1,nike_shoe_pink,964980868,,,,,
1,olay_regenerist,964981680,,,,,
1,oreo_mini,964982703,,,,,
1,pacific_vegetablebroth,964982290,,,,,
1,pantene_dailymoisture_conditioner,964981872,,,,,
1,pantene_dailymoisture_shampoo,964982176,,,,,
1,quaker_lowersugar,964982191,,,,,
1,quaker_simplygranola,964981888,,,,,
1,quaker_vanillamultigraincereal,964983282,,,,,
1,scotchbrite,964983034,,,,,
1,smartwater,964982495,,,,,
1,starbucks,964982271,,,,,
1,suave_milkhoney,964982242,,,,,
1,suave_wildcherrylotion,964980896,,,,,
1,vaseline_intensivecare,964983762,,,,,
1,velveeta_cheesesauce,964982791,,,,,
1,olay_regenerist,964981208,,,,,
1,dove_gentleexfoliating,964984086,,,,,
1,suave_milkhoney,964981872,,,,,
1,fliptop_waterbottle,964983873,,,,,
1,featherlight_cap,964982495,,,,,
1,lee_relaxedfit_beige,964983504,,,,,
1,lee_relaxedfit_black,964981093,,,,,
1,lee_regularfit_blue,964983108,,,,,
1,nike_shoe_black,964981107,,,,,
1,nike_shoe_pink,964983536,,,,,
1,quaker_vanillamultigraincereal,964983484,,,,,
1,quaker_lowersugar,964981799,,,,,
1,kelloggs_cornpops,964981799,,,,,
1,quaker_simplygranola,964982328,,,,,
1,goldfish_cheddar,964984054,,,,,
1,milano_darkchoclate,964981144,,,,,
1,goldfish_grahams,964981725,,,,,
1,oreo_mini,964981775,,,,,
1,lipton_matzoball_soupmix,964982271,,,,,
1,nescafe_tasterschoice,964980668,,,,,
1,velveeta_cheesesauce,964980683,,,,,
1,campbells_chicken,964982271,,,,,
1,pacific_vegetablebroth,964981589,,,,,
1,lipton_blacktea,964983737,,,,,
1,smartwater,964981909,,,,,
1,monster_drink,964982363,,,,,
1,lever_soap,964982417,,,,,
1,colgate_sensitive,964980694,,,,,
1,crest_3dwhite,964981855,,,,,
1,brut_classic,964981220,,,,,
1,pantene_dailymoisture_conditioner,964982903,,,,,
1,pantene_dailymoisture_shampoo,964984002,,,,,
2,suave_wildcherrylotion,1445714835,,,,,
2,eucerin_dailyhydration,1445715029,,,,,
2,vaseline_intensivecare,1445715228,,,,,
2,olay_regenerist,1445714885,,,,,
2,dove_gentleexfoliating,1445714952,,,,,
2,suave_milkhoney,1445714960,,,,,
2,fliptop_waterbottle,1445715013,,,,,
2,featherlight_cap,1445715064,,,,,
2,lee_relaxedfit_beige,1445715141,,,,,
2,lee_relaxedfit_black,1445714980,,,,,
2,lee_regularfit_blue,1445715154,,,,,
2,brut_classic,1445714974,,,,,
2,campbells_chicken,1445714926,,,,,
2,colgate,1445714941,,,,,
2,colgate_sensitive,1445714841,,,,,
2,crest_3dwhite,1445715340,,,,,
2,dove,1445715172,,,,,
2,dove_gentleexfoliating,1445715166,,,,,
2,eucerin_dailyhydration,1445715189,,,,,
2,featherlight_cap,1445714891,,,,,
2,fliptop_waterbottle,1445714938,,,,,
2,goldfish_cheddar,1445714874,,,,,
2,goldfish_grahams,1445714966,,,,,
2,greenies,1445715145,,,,,
2,kelloggs_cornpops,1445714882,,,,,
2,lee_regularfit_blue,1445715276,,,,,
2,lee_relaxedfit_beige,1445714854,,,,,
2,lee_relaxedfit_black,1445715272,,,,,
2,lever_soap,1445714851,,,,,
3,lipton_blacktea,1306463578,,,,,
3,lipton_matzoball_soupmix,1306464275,,,,,
3,milano_darkchoclate,1306463619,,,,,
3,monster_drink,1306464228,,,,,
3,nescafe_tasterschoice,1306463595,,,,,
3,nike_shoe_black,1306463611,,,,,
3,nike_shoe_pink,1306463567,,,,,
3,olay_regenerist,1306463627,,,,,
3,oreo_mini,1306464216,,,,,
3,pacific_vegetablebroth,1306463569,,,,,
3,pantene_dailymoisture_conditioner,1306463624,,,,,
3,pantene_dailymoisture_shampoo,1306463323,,,,,
3,quaker_lowersugar,1306464189,,,,,
3,quaker_simplygranola,1306463561,,,,,
3,quaker_vanillamultigraincereal,1306464003,,,,,
3,scotchbrite,1306464175,,,,,
3,smartwater,1306463572,,,,,
3,starbucks,1306464261,,,,,
3,suave_milkhoney,1306463559,,,,,
3,suave_wildcherrylotion,1306463631,,,,,
3,vaseline_intensivecare,1306464293,,,,,
3,velveeta_cheesesauce,1306463925,,,,,
3,quaker_simplygranola,1306464054,,,,,
3,goldfish_cheddar,1306463638,,,,,
3,brut_classic,1306463603,,,,,
3,campbells_chicken,1306464245,,,,,
3,colgate,1306463770,,,,,
3,colgate_sensitive,1306464284,,,,,
3,crest_3dwhite,1306463718,,,,,
3,dove,1306463708,,,,,
3,dove_gentleexfoliating,1306464021,,,,,
3,eucerin_dailyhydration,1306463825,,,,,
3,featherlight_cap,1306464204,,,,,
3,fliptop_waterbottle,1306463670,,,,,
3,goldfish_cheddar,1306464036,,,,,
3,goldfish_grahams,1306463684,,,,,
3,greenies,1306463993,,,,,
3,kelloggs_cornpops,1306463815,,,,,
3,lee_regularfit_blue,1306464164,,,,,
4,lee_relaxedfit_beige,986935199,,,,,
4,lee_relaxedfit_black,945173447,,,,,
4,lever_soap,986935047,,,,,
4,lipton_blacktea,945173425,,,,,
4,lipton_matzoball_soupmix,964622786,,,,,
4,milano_darkchoclate,964538444,,,,,
4,monster_drink,986848784,,,,,
4,nescafe_tasterschoice,964622758,,,,,
4,nike_shoe_black,986848920,,,,,
4,nike_shoe_pink,945078571,,,,,
4,olay_regenerist,945078428,,,,,
4,oreo_mini,964622565,,,,,
4,pacific_vegetablebroth,945079259,,,,,
4,pantene_dailymoisture_conditioner,945079078,,,,,
4,pantene_dailymoisture_shampoo,945629040,,,,,
4,quaker_lowersugar,964622684,,,,,
4,quaker_simplygranola,945173513,,,,,
4,quaker_vanillamultigraincereal,986848894,,,,,
4,scotchbrite,945079259,,,,,
4,smartwater,964538468,,,,,
4,starbucks,945173350,,,,,
4,suave_milkhoney,945079182,,,,,
4,suave_wildcherrylotion,964538500,,,,,
4,vaseline_intensivecare,945629063,,,,,
4,velveeta_cheesesauce,964622786,,,,,
4,velveeta_cheesesauce,986934901,,,,,
4,campbells_chicken,964623306,,,,,
4,pacific_vegetablebroth,945078690,,,,,
4,lipton_blacktea,945078467,,,,,
4,smartwater,986934915,,,,,
4,monster_drink,986848828,,,,,
4,lever_soap,945079259,,,,,
4,colgate_sensitive,945174290,,,,,
4,crest_3dwhite,945079872,,,,,
4,brut_classic,945079106,,,,,
4,pantene_dailymoisture_conditioner,945078636,,,,,
4,pantene_dailymoisture_shampoo,964538832,,,,,
4,suave_wildcherrylotion,945079301,,,,,
4,brut_classic,945079670,,,,,
4,campbells_chicken,964539986,,,,,
4,colgate,986848609,,,,,
4,colgate_sensitive,945078587,,,,,
4,crest_3dwhite,964540008,,,,,
4,dove,945079906,,,,,
4,dove_gentleexfoliating,986935230,,,,,
4,eucerin_dailyhydration,945078601,,,,,
4,featherlight_cap,945079106,,,,,
4,fliptop_waterbottle,964622714,,,,,
4,goldfish_cheddar,964623347,,,,,
4,goldfish_grahams,945079653,,,,,
4,greenies,945078446,,,,,
4,kelloggs_cornpops,945079837,,,,,
4,lee_regularfit_blue,945173902,,,,,
4,lee_relaxedfit_beige,945173989,,,,,
4,lee_relaxedfit_black,945173902,,,,,
4,lever_soap,945079670,,,,,
4,lipton_blacktea,945079521,,,,,
4,lipton_matzoball_soupmix,945173602,,,,,
4,milano_darkchoclate,964538571,,,,,
4,monster_drink,986849085,,,,,
4,nescafe_tasterschoice,945079232,,,,,
4,nike_shoe_black,945173654,,,,,
4,nike_shoe_pink,964540578,,,,,
4,olay_regenerist,986934819,,,,,
4,oreo_mini,945079483,,,,,
4,pacific_vegetablebroth,945173692,,,,,
4,pantene_dailymoisture_conditioner,945078946,,,,,
4,pantene_dailymoisture_shampoo,986934696,,,,,
4,quaker_lowersugar,945079259,,,,,
4,quaker_simplygranola,964539723,,,,,
4,quaker_vanillamultigraincereal,964538500,,,,,
4,scotchbrite,964539723,,,,,
4,smartwater,986934625,,,,,
4,starbucks,964539180,,,,,
4,suave_milkhoney,964778513,,,,,
4,suave_wildcherrylotion,964538500,,,,,
4,vaseline_intensivecare,964538763,,,,,
4,velveeta_cheesesauce,964538763,,,,,
4,fliptop_waterbottle,964538728,,,,,
4,brut_classic,945078967,,,,,
4,campbells_chicken,945174025,,,,,
4,colgate,964539205,,,,,
4,colgate_sensitive,945079729,,,,,
4,crest_3dwhite,964539961,,,,,
4,dove,964539326,,,,,
4,dove_gentleexfoliating,945174008,,,,,
4,eucerin_dailyhydration,964538728,,,,,
4,featherlight_cap,964622684,,,,,
4,fliptop_waterbottle,986849037,,,,,
4,goldfish_cheddar,986934832,,,,,
4,goldfish_grahams,945079653,,,,,
4,greenies,945078690,,,,,
4,kelloggs_cornpops,945079653,,,,,
4,lee_regularfit_blue,964538763,,,,,
4,lee_relaxedfit_beige,945078467,,,,,
4,lee_relaxedfit_black,945173766,,,,,
4,lever_soap,945079767,,,,,
4,lipton_blacktea,945173492,,,,,
4,lipton_matzoball_soupmix,964622830,,,,,
4,milano_darkchoclate,945079790,,,,,
4,monster_drink,986935244,,,,,
4,nescafe_tasterschoice,945079906,,,,,
4,nike_shoe_black,945079837,,,,,
4,nike_shoe_pink,964622758,,,,,
4,olay_regenerist,945629015,,,,,
4,oreo_mini,945079956,,,,,
4,pacific_vegetablebroth,945079889,,,,,
4,pantene_dailymoisture_conditioner,945079143,,,,,
4,pantene_dailymoisture_shampoo,964539357,,,,,
4,quaker_lowersugar,945174134,,,,,
4,quaker_simplygranola,986849001,,,,,
4,quaker_vanillamultigraincereal,964622642,,,,,
4,scotchbrite,964622617,,,,,
4,smartwater,964539431,,,,,
4,starbucks,945629179,,,,,
4,suave_milkhoney,964540505,,,,,
4,suave_wildcherrylotion,964622714,,,,,
4,vaseline_intensivecare,986934786,,,,,
4,velveeta_cheesesauce,986934870,,,,,
4,nike_shoe_pink,945079653,,,,,
4,quaker_vanillamultigraincereal,964622684,,,,,
4,quaker_lowersugar,945078967,,,,,
4,kelloggs_cornpops,986934786,,,,,
4,brut_classic,945078690,,,,,
4,campbells_chicken,945079052,,,,,
4,colgate,945079521,,,,,
4,colgate_sensitive,986935016,,,,,
4,crest_3dwhite,986935328,,,,,
4,dove,986934738,,,,,
4,dove_gentleexfoliating,964539855,,,,,
4,eucerin_dailyhydration,945174008,,,,,
4,featherlight_cap,945079729,,,,,
4,fliptop_waterbottle,964540008,,,,,
4,goldfish_cheddar,945629238,,,,,
4,goldfish_grahams,964622590,,,,,
4,greenies,964538964,,,,,
4,kelloggs_cornpops,945078467,,,,,
4,lee_regularfit_blue,964622590,,,,,
4,lee_relaxedfit_beige,945079164,,,,,
4,lee_relaxedfit_black,964623306,,,,,
4,lever_soap,986935302,,,,,
4,lipton_blacktea,945079858,,,,,
4,lipton_matzoball_soupmix,945173385,,,,,
4,milano_darkchoclate,945078863,,,,,
4,monster_drink,964622684,,,,,
4,nescafe_tasterschoice,986848894,,,,,
4,nike_shoe_black,945079790,,,,,
4,nike_shoe_pink,945079013,,,,,
4,olay_regenerist,945078542,,,,,
4,oreo_mini,964539986,,,,,
4,pacific_vegetablebroth,964778621,,,,,
4,pantene_dailymoisture_conditioner,945173553,,,,,
4,pantene_dailymoisture_shampoo,964539628,,,,,
4,quaker_lowersugar,945078814,,,,,
4,quaker_simplygranola,964539140,,,,,
4,quaker_vanillamultigraincereal,986935016,,,,,
4,scotchbrite,945078708,,,,,
4,smartwater,986934870,,,,,
4,starbucks,945078528,,,,,
4,suave_milkhoney,945078946,,,,,
4,suave_wildcherrylotion,986848610,,,,,
4,vaseline_intensivecare,986936200,,,,,
4,velveeta_cheesesauce,945079920,,,,,
4,lipton_matzoball_soupmix,986934884,,,,,
4,nescafe_tasterschoice,964778197,,,,,
4,velveeta_cheesesauce,964622487,,,,,
4,campbells_chicken,964539121,,,,,
4,pacific_vegetablebroth,964538930,,,,,
4,lipton_blacktea,964539771,,,,,
4,smartwater,964539828,,,,,
4,monster_drink,964623306,,,,,
4,lever_soap,986934498,,,,,
4,colgate_sensitive,964622758,,,,,
4,crest_3dwhite,964538329,,,,,
4,brut_classic,964539395,,,,,
4,pantene_dailymoisture_conditioner,986849238,,,,,
4,pantene_dailymoisture_shampoo,964538243,,,,,
4,suave_wildcherrylotion,986848908,,,,,
4,eucerin_dailyhydration,964538351,,,,,
4,brut_classic,986849212,,,,,
4,campbells_chicken,986935199,,,,,
4,colgate,964539085,,,,,
4,colgate_sensitive,986936207,,,,,
4,crest_3dwhite,986849180,,,,,
4,dove,986934465,,,,,
4,dove_gentleexfoliating,986849149,,,,,
4,eucerin_dailyhydration,986849164,,,,,
4,featherlight_cap,986849130,,,,,
4,fliptop_waterbottle,986934819,,,,,
4,goldfish_cheddar,986849254,,,,,
4,goldfish_grahams,986848856,,,,,
4,greenies,986849180,,,,,
4,kelloggs_cornpops,986849201,,,,,
4,lee_regularfit_blue,986849226,,,,,
4,lee_relaxedfit_beige,986849149,,,,,
4,lee_relaxedfit_black,986848753,,,,,
4,lever_soap,986848665,,,,,
4,lipton_blacktea,986934901,,,,,
4,lipton_matzoball_soupmix,986848685,,,,,
4,milano_darkchoclate,986848700,,,,,
4,monster_drink,1007569424,,,,,
4,nescafe_tasterschoice,986848685,,,,,
4,nike_shoe_black,1007574542,,,,,
4,nike_shoe_pink,1007569465,,,,,
4,olay_regenerist,1007569424,,,,,
4,oreo_mini,1007574470,,,,,
4,pacific_vegetablebroth,1007569465,,,,,
4,pantene_dailymoisture_conditioner,1007569586,,,,,
4,pantene_dailymoisture_shampoo,1007574509,,,,,
4,quaker_lowersugar,1007569586,,,,,
4,quaker_simplygranola,1007574532,,,,,
4,quaker_vanillamultigraincereal,1007569445,,,,,
4,scotchbrite,1007569445,,,,,
4,smartwater,1007574532,,,,,
4,starbucks,1007569465,,,,,
4,suave_milkhoney,1007569424,,,,,
5,suave_wildcherrylotion,847434962,,,,,
5,vaseline_intensivecare,847435238,,,,,
5,velveeta_cheesesauce,847434881,,,,,
5,featherlight_cap,847435292,,,,,
5,lee_relaxedfit_beige,847434961,,,,,
5,lee_relaxedfit_black,847434881,,,,,
5,lee_regularfit_blue,847435238,,,,,
5,nike_shoe_black,847434880,,,,,
5,nike_shoe_pink,847434748,,,,,
5,quaker_vanillamultigraincereal,847434802,,,,,
5,quaker_lowersugar,847435292,,,,,
5,kelloggs_cornpops,847435337,,,,,
5,quaker_simplygranola,847435292,,,,,
5,goldfish_cheddar,847435238,,,,,
5,milano_darkchoclate,847435129,,,,,
5,goldfish_grahams,847435311,,,,,
5,oreo_mini,847435311,,,,,
5,lipton_matzoball_soupmix,847434748,,,,,
5,nescafe_tasterschoice,847435337,,,,,
5,velveeta_cheesesauce,847434832,,,,,
5,campbells_chicken,847434880,,,,,
5,pacific_vegetablebroth,847434802,,,,,
5,brut_classic,847434832,,,,,
5,campbells_chicken,847435238,,,,,
5,colgate,847434882,,,,,
5,colgate_sensitive,847435129,,,,,
5,crest_3dwhite,847434748,,,,,
5,dove,847435292,,,,,
5,dove_gentleexfoliating,847434801,,,,,
5,eucerin_dailyhydration,847435337,,,,,
5,featherlight_cap,847435311,,,,,
5,fliptop_waterbottle,847435129,,,,,
5,goldfish_cheddar,847434960,,,,,
5,goldfish_grahams,847435258,,,,,
5,greenies,847435311,,,,,
5,kelloggs_cornpops,847434801,,,,,
5,lee_regularfit_blue,847435258,,,,,
5,lee_relaxedfit_beige,847434747,,,,,
5,lee_relaxedfit_black,847434747,,,,,
5,lever_soap,847435238,,,,,
5,lipton_blacktea,847434832,,,,,
5,lipton_matzoball_soupmix,847435292,,,,,
5,milano_darkchoclate,847434962,,,,,
5,monster_drink,847435258,,,,,
6,nescafe_tasterschoice,845553522,,,,,
6,nike_shoe_black,845554296,,,,,
6,nike_shoe_pink,845554349,,,,,
6,olay_regenerist,845553938,,,,,
6,oreo_mini,845553757,,,,,
6,pacific_vegetablebroth,845554264,,,,,
6,pantene_dailymoisture_conditioner,845555281,,,,,
6,pantene_dailymoisture_shampoo,845553253,,,,,
6,quaker_lowersugar,845553489,,,,,
6,quaker_simplygranola,845555588,,,,,
6,quaker_vanillamultigraincereal,845554505,,,,,
6,scotchbrite,845553819,,,,,
6,smartwater,845553559,,,,,
6,starbucks,845553382,,,,,
6,suave_milkhoney,845553382,,,,,
6,suave_wildcherrylotion,845553875,,,,,
6,vaseline_intensivecare,845554397,,,,,
6,velveeta_cheesesauce,845553695,,,,,
6,crest_3dwhite,845555362,,,,,
6,brut_classic,845555402,,,,,
6,pantene_dailymoisture_conditioner,845553819,,,,,
6,pantene_dailymoisture_shampoo,845553426,,,,,
6,suave_wildcherrylotion,845553354,,,,,
6,eucerin_dailyhydration,845553726,,,,,
6,vaseline_intensivecare,845554962,,,,,
6,olay_regenerist,845555607,,,,,
6,dove_gentleexfoliating,845553907,,,,,
6,suave_milkhoney,845554551,,,,,
6,fliptop_waterbottle,845553317,,,,,
6,featherlight_cap,845553381,,,,,
6,lee_relaxedfit_beige,845555402,,,,,
6,lee_relaxedfit_black,845554263,,,,,
6,lee_regularfit_blue,845555454,,,,,
6,nike_shoe_black,845553660,,,,,
6,nike_shoe_pink,845555070,,,,,
6,quaker_vanillamultigraincereal,845555151,,,,,
6,quaker_lowersugar,845555317,,,,,
6,kelloggs_cornpops,845554907,,,,,
6,brut_classic,845556131,,,,,
6,campbells_chicken,845555300,,,,,
6,colgate,845555694,,,,,
6,colgate_sensitive,845555124,,,,,
6,crest_3dwhite,845555454,,,,,
6,dove,845554584,,,,,
6,dove_gentleexfoliating,845553559,,,,,
6,eucerin_dailyhydration,845555151,,,,,
6,featherlight_cap,845555436,,,,,
6,fliptop_waterbottle,845554349,,,,,
6,goldfish_cheddar,845553757,,,,,
6,goldfish_grahams,845553283,,,,,
6,greenies,845553994,,,,,
6,kelloggs_cornpops,845556257,,,,,
6,lee_regularfit_blue,845555342,,,,,
6,lee_relaxedfit_beige,845554987,,,,,
6,lee_relaxedfit_black,845555024,,,,,
6,lever_soap,845553586,,,,,
6,lipton_blacktea,845553966,,,,,
6,lipton_matzoball_soupmix,845555607,,,,,
6,milano_darkchoclate,845553110,,,,,
6,monster_drink,845553586,,,,,
6,nescafe_tasterschoice,845553146,,,,,
6,nike_shoe_black,845553660,,,,,
6,nike_shoe_pink,845555006,,,,,
6,olay_regenerist,845553457,,,,,
6,oreo_mini,845553253,,,,,
6,pacific_vegetablebroth,845553907,,,,,
6,pantene_dailymoisture_conditioner,845553146,,,,,
6,pantene_dailymoisture_shampoo,845553695,,,,,
6,quaker_lowersugar,845554263,,,,,
6,quaker_simplygranola,845555402,,,,,
6,quaker_vanillamultigraincereal,845554479,,,,,
6,scotchbrite,845554931,,,,,
6,smartwater,845555362,,,,,
6,starbucks,845555006,,,,,
6,suave_milkhoney,845553938,,,,,
6,suave_wildcherrylotion,845553283,,,,,
6,vaseline_intensivecare,845553619,,,,,
6,velveeta_cheesesauce,845556241,,,,,
6,lipton_matzoball_soupmix,845554931,,,,,
6,nescafe_tasterschoice,845554455,,,,,
6,velveeta_cheesesauce,845553586,,,,,
6,campbells_chicken,845556290,,,,,
6,pacific_vegetablebroth,845553619,,,,,
6,lipton_blacktea,845555477,,,,,
6,smartwater,845554024,,,,,
6,monster_drink,845553253,,,,,
6,lever_soap,845556106,,,,,
6,colgate_sensitive,845556310,,,,,
6,crest_3dwhite,845556181,,,,,
6,brut_classic,845554099,,,,,
6,pantene_dailymoisture_conditioner,845555382,,,,,
6,brut_classic,845553994,,,,,
6,campbells_chicken,845556131,,,,,
6,colgate,845554024,,,,,
6,colgate_sensitive,845553794,,,,,
6,crest_3dwhite,845553381,,,,,
6,dove,845553966,,,,,
6,dove_gentleexfoliating,845553174,,,,,
6,eucerin_dailyhydration,845554176,,,,,
6,featherlight_cap,845553559,,,,,
6,fliptop_waterbottle,845553875,,,,,
6,goldfish_cheddar,845554987,,,,,
6,goldfish_grahams,845555571,,,,,
6,greenies,845555588,,,,,
6,kelloggs_cornpops,845554263,,,,,
6,lee_regularfit_blue,845555588,,,,,
6,lee_relaxedfit_beige,845556257,,,,,
6,lee_relaxedfit_black,845553619,,,,,
6,lever_soap,845553283,,,,,
